30449.05003952385 96258.90815674627 -39986.29214522511 
-38429.98684623795 49316.7389463945 -15657.786349664864 
96805.55101277682 82553.10715864267 -44790.71763786664 
66534.35153288933 -29672.752573275968 45214.17705094471 
93201.77589123536 -34059.380297883865 93038.83596157373 
72243.94978752299 -77967.19310620979 64172.7304832635 
-77370.13628798202 12960.090828769811 95477.14552134182 
96929.32375016835 -81817.88188451478 41738.90015720355 
68391.30092849149 -71152.09526095679 -3837.527891122998 
-34152.92147895381 31957.61742391315 13891.64457154597 
3412.3805713703914 52656.34360433763 53786.59995655541 
14780.769902491258 -15078.452720892965 86900.67029993932 
-38636.795089707965 46290.47803268835 -82104.38360571025 
92265.93177430201 7246.305583859037 -62304.60383153593 
74677.21770071457 -60841.57620388611 81263.56639479121 
94039.56019656826 22777.530173595587 -9260.378891399494 
1651.3010252507956 55215.526927769824 -8462.39601162351 
-96619.62663160053 56642.74749535273 -6418.168992047169 
31695.988831181923 78305.2977246728 -61668.90999618419 
-83006.41197958085 96826.00561600248 -77061.86805251917 
92699.5235616196 -4060.135819474657 42317.00574528903 
56045.347391742864 -80178.48542331225 95231.09320987429 
-95332.13475284117 94944.29285098665 -87366.90482498801 
-4538.372580352472 -34443.260128521055 45870.45558027894 
40434.44031363091 72741.69854036928 46118.0415714478 
-87221.02109720078 85467.16618468432 30314.09795725315 
-58913.543655668254 -48976.1180438754 14708.858546187636 
-92962.84366258433 84846.37627396613 62904.12333137257 
-37804.168263164436 -36863.894554092316 -63687.04673569447 
-20752.92291530095 -23809.136059862503 87291.1095673297 
-92122.0671948717 -36684.4656971006 12725.635490793837 
86612.8177150361 -32853.74982454839 35789.73369164902 
-8400.496497991655 -51883.958324544976 -83554.55915942747 
-97065.02914353467 -19699.122812506626 12589.637580869326 
-28661.7578737609 10478.508034812854 -82251.88741868165 
38286.957115581 -94580.96846378258 82118.47535546578 
-88992.3134283096 44086.43379736054 57635.95976703652 
-28883.174467744466 15616.941014175856 -86138.50667441229 
-33149.936659994346 30011.17506282554 -42683.735990950874 
-87624.37907047445 67487.30268226677 47632.65591370882 
24727.582773497183 -18020.38511519537 62168.54428707913 
-57746.09197742549 35045.742043758684 89132.24546345478 
-20872.09134274455 75078.67729043335 42825.887918111315 
50034.83104828987 47911.16230406848 76402.89085342779 
-93892.4430184739 -51185.245660605295 -48048.232222211926 
-29448.27724809089 24833.02707991659 -42607.23143285721 
20219.13177377204 -41260.5795500651 21550.035386120813 
11362.26931094659 12798.349762499492 32352.288042065746 
-88328.00983911962 21827.750856547427 97841.6110820435 
91360.29096914374 7618.948488711292 24242.197392898393 
-84601.49188943669 -38998.66858542882 -58879.5133046379 
39551.304095136205 -77432.68375252477 -1503.6326526067132 
-13309.771300333858 16975.061208508574 -19193.327274600742 
23175.02959318123 -23306.18479413948 76384.55640012547 
-69285.4352235093 6883.105687843112 -75965.2253968699 
-96414.43352312096 -48534.00906431981 16518.0098210109 
78698.1405679619 38870.29574198273 48912.53222813268 
18060.94716244284 -9328.83290157243 50233.37364763272 
-71214.98988099291 63228.02263323005 -31441.72660283564 
-7188.876301530661 37735.437763112044 -71417.49299407461 
14989.869192713013 84669.38219176643 -57439.70439758554 
-98436.6100925104 88257.7360757959 12000.86591656186 
-30584.697601606094 73272.72264989052 -94627.8122331808 
-93716.22049641461 -87216.07483951628 -51416.72678226579 
-9709.797465181764 94625.15526730384 -41338.04626979003 
65105.6601458512 -84055.58596646303 -96820.66450709013 
38865.03844045484 -8715.149514665478 44304.35311194553 
-42558.1526441086 -45706.795516647355 -89530.64445107353 
45505.35467755256 80732.6392196677 32356.700668772886 
81682.79573475677 -51189.104106776795 -15554.278144685246 
61992.70689313684 85604.53525378299 -15658.971608659282 
69197.62538748319 27908.680958657467 56709.38958012484 
14038.513345367945 3926.5094131156075 56850.47463961982 
-3434.61652516466 -68106.87739372159 -36362.73066253881 
-62295.024426443655 -2901.975851357449 6394.667964227192 
-37922.29298939802 24161.10960485664 -31944.318803460963 
-76998.67081130296 -37047.533506026986 -66931.54412625688 
-53340.73259408303 89069.12738718122 -43889.632021398975 
-98213.02947938803 39843.00607128054 35016.45827143386 
-13402.240643043871 -70525.62256356805 -38026.83530690891 
24292.69472378411 -37354.30803774431 42604.73758881088 
-36218.381894653605 65512.890686046914 95749.59433876985 
74067.66522637807 -34909.905659765864 3393.615977861278 
2526.74229869165 -41080.446066483935 17813.480909810183 
-42567.1716527483 61595.42863022117 -13589.338509809211 
62633.591090321774 96070.6447058632 -9664.958063817103 
36826.90584309734 -6270.392101533667 -91679.79517731658 
-12723.966382652623 72401.86290633623 43927.972059327294 
5287.794222500539 -76881.24445135958 -97641.65014425648 
-77825.15642273004 34905.7194004631 -46867.29984911237 
57081.305014366866 57398.118117349775 96048.45385946674 
90811.78547646134 -85682.312576926 47460.110217315465 
-9132.813052040481 -17049.100177246262 26373.35123287377 
8878.937418031259 94691.02640921282 51390.22958755281 
6472.420901954072 -89472.80443006691 98486.25318093298 
-28346.649815530967 70703.50047449421 -51552.43995332724 
635.0701549444348 -16451.318587143993 41770.05435998071 
14823.813852604158 25832.949261629445 83797.93239119882 
61979.74769326864 93048.85721390726 -98458.04034526962 
-93442.32507043352 17178.315858452173 -24892.6321820703 
