-781253.3354098103 -66299.53338523698 519642.19845978566 -757619.3563194477 975454.4578127123 421895.8192895204 -22357.975491009885 840615.7057721927 
835847.2491351075 -476225.0681655806 -912817.2041506759 487040.21114519914 446162.75093133 854231.2900270987 -770727.9937528439 245179.38121203636 
640573.6246045791 387020.67852299195 108483.07658953452 17273.128441149835 -738905.4784042495 -309747.9494052415 759336.2345314557 -357038.338330935 
442766.8412426261 864906.42209794 379574.7989918671 -51131.25268254266 -72044.74321858492 930599.347772764 821540.8085913192 -975017.8988574832 
-155904.17718461563 -750657.560244689 97505.60342636844 407164.26261188975 -97913.91293613194 862530.9992500446 -145273.43668936624 97934.10401867446 
-226782.17001472972 726530.6712736287 -767932.9259707324 -654206.7989954143 416902.06100447336 326928.93455814756 -611763.7736355637 209343.97033025906 
-291742.281629932 -496427.18708572706 -800232.3518334606 387927.48255130183 -296796.9638977868 -274953.44077587 805165.6200491742 -449707.9948656752 
-351568.4753521633 477807.3007029998 -303819.93884745985 794375.4813104616 -16285.804240598693 -812413.3123217511 -621369.8592941734 -718590.2398320613 
-591069.4507420335 621246.0512467972 536290.6842362364 -214843.41736069485 -848862.4224932342 -415904.3578653359 329632.962991507 917560.1403810643 
903554.4984251622 122526.51252833218 -782998.8014012534 -365837.7721411275 -710653.2768065662 685649.9432910013 286654.8465044834 -981372.6333192467 
-369401.75947044836 163566.3620610505 372022.34811399644 290552.69357386325 266964.07090636436 962935.6671727365 380404.7600860982 -157598.7469762978 
-13135.209163555293 677638.1464702629 -41598.54561086057 733754.8925166314 -359863.3283290267 763684.8882351359 613230.9392744817 520491.2314546944 
714514.293446165 527166.444781994 436363.18788118707 -199721.99120002764 -757548.6295061396 -822958.8763674712 597587.5080915752 -219536.2952484719 
-290205.52952019556 607533.1358000708 339932.2301689617 428418.5370883078 -847525.3538817029 902521.1326460007 -745190.658850922 231533.94628674537 
520458.09713963675 -796871.2397906821 -196011.23287382908 -856615.9461607403 -997630.0436795467 480384.90240729693 -702764.1748617033 670452.4173892946 
