64329.723866217915 -39068.64630559028 
-88194.98968306494 5449.423462202147 
-75439.70786482406 65629.06800675133 
-70272.97774459531 -78140.87340043372 
37586.296542440105 -24192.09140192007 
18805.47795720055 26289.583216954474 
25781.827174967373 60252.620274316694 
-63309.39670070599 -34951.75734856475 
-6469.242965587866 87795.91579239775 
45103.718704838306 -36266.94372077677 
72706.97391922501 36251.55047584543 
49783.77706512608 -98689.88928579525 
1098.7279309212317 98740.11146235102 
-37609.21189263009 -78497.01794871388 
-3420.385390315001 66450.50128539396 
-37229.89131920189 19495.561337053674 
61237.998781134316 -41513.9886975737 
43216.28575035508 -8140.997309579761 
47341.28607889087 -53657.34451296131 
58071.10152596398 -6295.794567692996 
59823.533368911914 -4409.224160153433 
-78411.00976103656 -69332.5370018548 
37108.60293292932 -95286.08602685595 
43747.921230174165 8957.304791616829 
-59956.8783902642 64301.45024490135 
-11935.247291369742 80928.22907830315 
27734.730380906374 85225.85123101217 
11165.096882148457 -82071.08173714344 
49586.23069795201 -99876.52419557837 
-36251.685766370254 -46236.880299677316 
24018.803027159913 -33668.298192349466 
79741.782594033 -90232.30082173654 
18141.405861277977 -42132.10140932997 
50411.345557616005 -6129.547489482429 
73232.61486494762 -48685.6121506797 
-83209.59322613938 -25809.61448082482 
33815.69179841582 99360.53005892163 
-88654.79122765079 26606.021042467968 
-71401.60868397767 -90509.15603785604 
61646.90466262205 -59318.78679868447 
81230.3431365338 53487.44922544391 
-86643.64558537627 -20340.580949988784 
10285.554935320833 52007.47344829753 
-63866.73712988647 94742.02563908708 
97631.38271453066 96617.256041071 
-63183.242488349744 41126.11704948326 
28730.70079681583 82529.84558333427 
-40523.105925962576 -74137.05237043826 
17569.260403293913 -908.9021878633212 
-69249.59904097577 71765.05766965309 
-4323.738485929425 30214.25127932962 
60918.531511926296 -48105.540636768375 
-79616.68337752971 -95246.95145011246 
-94624.59720709329 -19404.915188657673 
-88424.52565913505 -2800.404811457265 
-94424.90361628504 -4260.3063044291775 
-63196.0388128725 1490.6791129348712 
-62017.36849084985 -22899.216208037673 
84868.56391090297 93760.9791663271 
-39841.02381657199 -51586.30284717434 
25469.168382346004 -69934.67737985082 
95622.20141604755 44092.987287311116 
92490.2117864686 -59297.55445587832 
6167.929594957604 -70563.05625565707 
-92750.0821908754 84832.2027961683 
-71489.0767157033 -11870.684056447717 
66835.85442575667 -71226.07852966513 
-56614.56612191593 -65320.11186947819 
-5378.148231887986 -86791.0430907965 
-56502.96473161378 76408.07129409496 
-16778.944435160724 -10429.011880523656 
-49397.061088099756 22497.398781336116 
-86104.54711667763 82956.1832017487 
-96889.98775206773 42160.413252851344 
-94863.77530220542 81621.06317911294 
-94171.86870097769 -93123.3518484898 
39374.48116409971 68843.86564296222 
-36986.2291120848 -3024.4990355821355 
-19542.68425853229 -23345.425123953974 
-8120.339942803184 -54142.73040214641 
