661944.9591479243 -615470.4604405325 569590.3539500718 -959940.1848750985 
362167.3765115342 -11476.46332034655 115364.93090575072 -795750.1475953066 
-758142.1518441243 -601241.8793830397 -703675.2137367366 -354456.8998120468 
-818663.4844459046 421239.2768476717 243681.78906879807 -381129.81703489646 
612646.3153424487 912242.0600877784 754006.5967714365 711207.9307122324 
966027.7722652054 819424.0565768206 759299.2301754621 837094.8258998555 
104565.91025295318 76466.39882157091 -488864.41885302536 -164771.11102122092 
-56148.43408338819 -696936.3070220584 378560.36864517676 -405331.4382021846 
36802.42139216652 293396.70808471716 315914.8288327274 461751.97623613896 
-17360.07970584533 441806.26656429353 -360443.5751528061 619452.9038560309 
587818.5752436141 20165.825926073943 217182.45683779684 -745148.6450662257 
-170056.72316516994 -237960.81973487104 -313077.33321722166 962873.3811382498 
216725.70733390935 995979.2317880462 977654.0316992654 297637.8298286302 
97821.56119881221 497306.38978888653 -323841.8470594833 -639249.9378950667 
-29844.21478555957 686974.0810774455 -706853.874657847 904783.6875080499 
-166371.9090086982 -14854.57508694462 346307.96429654164 565975.0607646981 
-536026.436069705 -763952.485135176 646809.3689443639 -198747.62068923318 
472029.9645056671 3284.3087808589917 526880.7926196156 85594.87755521387 
645621.0504696497 -553221.0284954653 956839.4372792672 949054.4101488895 
43171.69997765031 -928939.4534782445 265919.3623631762 839637.9934315814 
380223.9438499345 -559536.9704882961 -187148.7882278615 -509214.17048852355 
-421942.76004264236 253519.47397084208 259343.34400068503 908532.815834183 
495954.2233557743 105061.79549348471 77840.02587563312 243485.9841456795 
-769584.8423748647 615254.7754534751 -975538.9398196044 -106047.40423370921 
901868.730818646 -490525.213710987 -779070.8665554482 8999.768670289894 
-408390.90322906 429991.4713086984 151513.2119403605 936386.8906838708 
488048.2395087632 790423.819408292 57642.3918170135 560611.3646841906 
28375.848255525692 628595.0979256995 -633721.312148306 816384.1802725389 
-322818.90350459807 622147.3742188294 678543.1594741393 -884876.9998449335 
-695955.9177602734 -395874.04383638815 387671.47149093146 -814090.1626366066 
596096.0963376435 4349.797065046965 373838.1158159021 200817.714365185 
17630.35806895874 693839.413112748 -59129.70899501222 448244.6425548764 
-395036.5774374538 -368025.95056586294 387335.76950286515 720914.5461928456 
-670466.4831059108 -210981.06691918604 305613.85003754194 946403.0871934516 
887464.8774971764 -860761.0456760288 404566.10057524615 924108.8918555996 
-280494.3991194762 -759531.5663590499 -686513.1019325887 -570883.180194629 
-646118.8478140052 772797.1947235174 192439.59203792154 419627.06036364334 
-639258.7642301479 430342.2991122254 -865001.8269689317 687415.6034885752 
745978.5574727985 130793.4538699924 703054.9766163193 368690.0144831643 
989905.7243134647 -522154.36659092206 665992.5994154548 -995874.0728437856 
469913.23535244353 544823.0962805972 389375.36875620764 11322.751752698096 
-244797.3283131899 -978791.3333213018 586740.9296545626 -303217.56492671906 
-837352.5223240819 -740771.2739019594 -73385.53136656142 576201.5646197267 
846361.3269687274 210350.0127419175 -97419.54199300485 -299574.0196547379 
-849175.487927504 698824.0134994499 667820.99412085 389766.530150966 
262964.08913477766 -241867.98586375313 -890252.6738293751 654692.0658445661 
-793291.608445413 872477.229285961 -220545.61954435625 960384.0507651127 
227941.30088481377 -78971.15004432667 -497662.55815444136 -79490.22846051306 
796427.7285954847 516216.58320298465 -739916.7225959618 511752.14690142847 
-729779.8309641245 -696601.183440912 647123.2820563337 283891.9726878316 
