-477515.42774882383 956416.9943483591 -676136.9172734524 -561156.4399292599 891795.1293774825 
302742.56185496715 -399271.06064064824 -409423.2628287923 -596721.9246086292 686010.3243343832 
-102660.5483491281 -309212.9592280451 13418.32194099226 -346954.8804204834 567028.0068127655 
-305521.95358104736 -51713.44870467286 277813.006715741 669878.073716138 -60150.80392498674 
-74658.92725974647 -121473.53096028522 -929894.1206825371 674883.5972735868 677822.2262430284 
-174365.6197854058 -959573.3792328694 987746.165688653 153668.76058490365 235965.56767777447 
437511.92997144256 -392873.16896420554 49852.8862454982 935408.2789412078 -230282.378931046 
-658801.3998173804 141182.74702683394 716980.704009006 522314.6992186187 -232787.5683450997 
205464.72594623175 -468042.5346964856 68739.29723375314 -675327.4374527561 795843.1578067108 
-527485.9918198935 480318.2176202338 -593875.8725896527 -995155.0588931659 -207362.3258615156 
929970.1935625477 -798021.1063980351 790751.0628926815 607485.6543196714 -837696.3769625849 
771888.7699218604 297856.5815629042 373377.2921395423 -185006.29151677713 -266974.4769184699 
-271034.0874853312 -521453.5447480988 -154796.8965253568 872192.3727365714 -531046.7045825573 
837063.8553289704 331690.66886945884 -632770.6906295617 392269.81378793134 767252.6260818713 
-259062.77750973136 -732138.5465954887 89957.87991256267 -873021.0483642078 134196.49911156506 
-824700.4392998847 533083.7796707877 364440.00425523357 -954135.5979956556 659726.7218099902 
476130.6648898688 489977.68463342986 251508.72191728558 744563.5863288636 -752212.2194647089 
-992478.4563186668 -394129.79378174234 -303001.50901926483 -240340.14073386253 -89855.32771842577 
-99044.30956859444 788927.1838350887 -408093.337839021 998319.3426009223 -343156.25199574826 
-378993.1657949856 -575924.7062900796 -728085.7958361 -360045.91565713624 -270492.97758934123 
845060.4763407004 778652.4882890703 217281.3482943466 -113604.26948678377 664972.4165393508 
860486.8315231688 577932.3774605242 837061.786800216 -416407.91450772376 -559696.4177957504 
67175.45746061811 -650254.0307200265 -731596.9438719865 -328004.71631900093 432985.9388533407 
-518590.48237843864 -111486.29077020346 372028.96532270615 588248.273672781 484801.1009538425 
698075.9836204841 955088.3283191067 72012.73815047299 531576.9374143875 -986156.4226707536 
-965785.2918186492 799960.1657813003 -730429.4027440767 463224.66829077713 517073.6956562828 
-62442.36040960334 798977.3966434656 -160928.7757191431 953038.3713177762 -838426.4387134379 
-805967.5058514373 -350259.4124002756 -541070.2711915611 -618811.3819276772 -928211.2418641903 
-760702.9989394154 214845.49817985203 -462344.01816866046 419044.1041633715 -135723.3835958665 
-777699.3789225533 -217138.27079198824 -200516.30934330472 -172674.15886955324 -641242.8074785692 
743073.9113288512 -832874.3059923396 -858818.8241817807 -74718.89466283855 733272.8520049672 
-921217.8557786673 -807524.8880720935 621314.592895807 -285120.5064571791 711273.9405588829 
-144704.43674309587 898732.5644029172 336107.53497268376 -855022.9886642662 723235.09223415 
-27104.30936355947 621975.7194152791 433479.68323078845 -342176.4913901704 946600.1859613233 
594263.1338784622 -475853.42731060256 -619239.9347579218 -3256.9636377359275 -703977.8426793233 
-358939.21851292567 -524543.4809816752 363398.8892792801 891003.6517125017 4446.601509336033 
-415448.143704477 -828366.2157749514 24480.13761821331 960324.1790656908 450150.59058304224 
-660939.139781515 -587503.696784893 -679118.971644013 467560.6624418248 339168.87536044465 
-197796.02303853142 629389.0566981449 -478697.9399777638 -414664.1790417603 725493.8312942032 
3010.2052517808042 -211614.85689672886 331281.9296175998 257034.98699820298 865350.5701327324 
-912729.5722733177 -452066.15497818636 -680956.8525853907 795984.4243121534 849955.7840957358 
79044.96112535545 307393.2020333491 711426.975906139 401647.68864402175 -564542.3103077258 
-678618.8954659246 346800.124355115 721219.3476365805 905047.3952897119 -12109.41589629394 
-209238.77112339716 420584.7309375638 -596256.1955696044 253260.42220645584 -430335.392976771 
-954037.9991819533 253735.9060031504 90553.94929847564 885621.8538560974 -820527.1594888519 
-310321.3548062203 -348745.12787100347 -386491.8048932353 -944019.1666990059 225403.83384646382 
-809870.2532260374 -648594.6813458252 672119.6678280849 949588.390476319 806045.392192639 
857498.561136628 -748763.5012533438 -748816.139717916 245670.24374056514 762898.4780942395 
38254.433284046245 -775313.3954692257 792860.4569630714 -233715.7612986205 -860493.3317391942 
-31416.856801073765 -392056.03013669443 518564.085149569 -486964.5075813223 -150221.31290436885 
194102.01287966734 -580920.6297160041 91714.95287899347 526071.1630661422 374672.8697203414 
-537967.9385499588 580854.4750458386 -359385.3791586512 -394516.3959412284 -976820.9479161338 
